key,bugs, classes, code_smells, comment_lines, comment_lines_density, confirmed_issues, directories, duplicated_blocks, duplicated_lines, duplicated_lines_density, false_positive_issues, files, functions, lines, ncloc, ncloc_language_distribution, open_issues, reliability_rating, reliability_remediation_effort, reopened_issues, security_rating, sqale_debt_ratio, sqale_index, sqale_rating, violations, vulnerabilities
online.bogenliga:bogenliga,0,45,4,610,21.3,0,36,8,189,4.7,1,49,174,4014,2258,java=1531;xml=727,4,1,0,0,1,0,40,1,4,0
com.github.bingoohuang:sql-trigger,1,27,16,11,1.2,0,3,0,0,0,0,28,70,1177,942,java=743;xml=199,19,3,15,0,1,0.7,199,1,19,0
me.raatiniemi.sonar:surefire,0,8,1,2,0.5,0,1,0,0,0,0,6,57,629,428,java=428,1,1,0,0,1,0,0,1,1,0
ch.roydor.tools.game:EvE-Parent,0,45,40,94,4.6,0,20,5,89,3.5,0,50,135,2551,1935,java=1409;xml=526,41,1,0,0,5,0.8,487,1,41,1
Mr-LiuDC_spring-boot-tech,0,17,2,76,15.2,0,7,0,0,0,0,17,62,746,423,java=423,2,1,0,0,1,0.3,35,1,2,0
es.indaba:lightcouch:travis-work,3,38,101,682,17,0,2,0,0,0,0,31,457,5496,3322,java=3245;xml=77,107,3,25,0,3,0,1033,1,107,3
de.bogenliga:bogenliga,0,45,17,610,21.3,0,36,8,189,4.7,0,49,174,4015,2259,java=1532;xml=727,17,1,0,0,1,0,204,1,17,0
IlnazMan_TestNetworkJavaApp,0,25,22,24,2.9,0,10,9,261,23.5,0,25,138,1112,814,java=814,24,1,0,0,2,1.2,291,1,24,1
com.github.kyriosdata:exemplo:develop,0,2,3,89,12.3,0,2,0,0,0,0,4,5,881,635,java=57;xml=578,6,1,0,0,2,0.1,22,1,6,3
com.sonarcloud.javaspringboot:springboot-code-analysis,0,2,0,3,4.5,0,3,0,0,0,0,3,2,91,63,java=22;xml=41,0,1,0,0,1,0,0,1,0,0
com.github.XDean:AnnotationProcessorToolkit,1,15,15,81,10.9,0,4,0,0,0,0,12,74,908,664,java=625;xml=39,16,3,10,0,1,0.7,144,1,16,0
debt-and-issues-on-tests,0,1,110,0,0,0,2,0,0,0,0,3,3,90,76,java=16;xml=60,110,1,0,0,1,25,570,4,110,0
com.clabz:sbgitlab,0,7,0,18,11.4,0,6,0,0,0,0,8,3,219,140,java=74;xml=66,0,1,0,0,1,0,0,1,0,0
Pavan:com.pavan,0,3,6,3,10.3,0,4,0,0,0,0,4,3,44,26,java=18;xml=8,6,1,0,0,1,3.8,30,1,6,0
vcubells_java-test-unit-sample,0,4,0,5,2.1,0,2,0,0,0,0,5,31,311,230,java=182;xml=48,0,1,0,0,1,0,0,1,0,0
org.bytemechanics:service-repository,0,8,0,261,36.3,0,4,0,0,0,1,7,61,1022,458,java=388;xml=70,0,1,0,0,1,0,0,1,0,0
chrootlogin_go-docstore-viewer,0,15,31,15,2.3,0,12,0,0,0,0,16,43,810,646,java=460;xml=186,31,1,0,0,1,0.8,157,1,31,0
com.oxygenxml:oxygen-webhelp-feedback-mailer,1,7,3,70,18.5,0,2,0,0,0,0,8,19,561,308,java=217;xml=91,4,4,5,0,1,0.1,5,1,4,0
thiagozf_topics-api,2,71,6,174,5.5,0,19,4,110,2.7,0,85,302,4113,2964,java=2758;js=11;web=160;xml=35,8,3,30,0,1,0.1,96,1,8,0
rocks.stefano.junit5book,0,8,2,2,0.9,0,1,0,0,0,0,8,38,270,209,java=209,2,1,0,0,1,0,2,1,2,0
PavelGor_tindertone,360,46,80583,9922,8.9,0,26,1432,44854,35.2,0,162,3982,127367,101997,css=56820;java=1903;js=42763;web=273;xml=238,80948,5,985,0,2,13.2,402950,3,80948,3
blazingkin_blz-ospl,23,131,744,1846,16.8,0,26,8,161,1.3,22,133,717,12831,9142,java=8983;xml=159,876,2,185,0,2,0,6031,1,876,104
fernandolas_test,1,10,6,48,6.6,0,6,0,0,0,0,10,61,909,676,java=574;xml=102,8,4,5,0,1,0.3,58,1,8,0
akshaytiwari29_webProject2,0,5,36,0,0,0,3,0,0,0,0,7,6,294,254,java=212;xml=42,36,1,0,0,1,4.9,374,1,36,0
maxiplux_apipostgress,1,12,4,45,9.2,0,7,0,0,0,0,13,50,667,446,java=362;xml=84,7,3,10,0,4,0.3,43,1,7,2
sbrella:webgoat8,534,341,1520,15707,12.4,0,272,616,112691,76.1,0,791,7375,148003,110738,css=9210;java=13826;js=60491;web=23170;xml=4041,2117,5,2224,0,5,0.4,12220,1,2117,56
automationManager,0,50,15,589,14.4,0,39,3,86,1.5,0,63,211,5569,3497,java=2740;xml=757,16,1,0,0,3,0.2,194,1,16,1
acalero_sonar-l10n-es,0,1,1,6,2.6,0,2,0,0,0,0,2,2,274,223,java=12;xml=211,1,1,0,0,1,0.1,5,1,1,0
LMSGroupProject_PreReview,0,6,24,3,1.2,0,7,0,0,0,0,7,21,345,243,java=160;xml=83,27,1,0,0,5,2.5,183,1,27,3
dupengyun_sensey,0,32,29,544,23.8,0,9,0,0,0,0,29,154,3212,1738,java=1406;xml=332,30,1,0,0,2,1.8,962,1,30,1
fernandolas_test2,1,10,6,48,6.6,0,6,0,0,0,0,10,61,909,676,java=574;xml=102,8,4,5,0,1,0.3,58,1,8,0
0123456789A,0,2,6,1,1.4,0,1,0,0,0,0,2,5,85,69,java=33;js=36,6,1,0,0,1,2.4,50,1,6,0
example-local,0,1,3,0,0,0,1,0,0,0,0,1,2,13,8,java=8,3,1,0,0,1,10.4,25,3,3,0
1,0,10,22,6,1.9,0,5,0,0,0,0,11,29,404,303,java=220;xml=83,25,1,0,0,4,2.2,202,1,25,3
L4zy_number2workds,0,42,12,1059,44.1,0,20,7,95,2.5,0,38,171,3745,1341,java=1341,12,1,0,0,1,0.4,150,1,12,0
com.carvajal.platform.lambda:lambdaMaestroProductoUpload,0,4,6,7,3.3,0,4,0,0,0,0,5,4,261,208,java=81;xml=127,6,1,0,0,1,1,61,1,6,0
com.carvajal.documentservice:document-service,0,80,16,428,9.4,0,22,17,310,5.1,0,102,428,6131,4118,java=3517;web=257;xml=344,17,1,0,0,1,1.8,2184,1,17,0
com.carvajal.masterdocumentservice:master-document-service,0,63,20,254,8,0,21,10,197,4.6,0,73,328,4302,2924,java=2585;js=11;web=257;xml=71,21,1,0,0,1,2.5,2168,1,21,0
com.carvajal.platform.lambda:lambdaMaestroPuntoVentaUpload,0,4,7,45,18.2,0,4,0,0,0,0,5,4,301,202,java=81;xml=121,7,1,0,0,1,1.2,71,1,7,0
br.com.alexefelipe:calculadora-gcs,0,2,1,1,0.4,0,5,0,0,0,0,7,14,317,236,java=73;web=77;xml=86,1,1,0,0,1,0.1,5,1,1,0
com.safebear:tasklist,0,7,2,6,2.1,0,6,0,0,0,0,8,10,338,274,java=91;xml=183,3,1,0,0,4,0.3,25,1,3,1
tindo_smsjuiceapi-java-wrapper,0,18,41,240,23.3,0,5,0,0,0,0,19,84,1435,791,java=657;xml=134,43,1,0,0,2,1.4,332,1,43,2
com.carvajal:valdatatype-edi,0,56,50,201,7.6,0,21,4,94,2.7,0,69,170,3430,2446,java=2066;web=257;xml=123,51,1,0,0,1,3,2210,1,51,0
com.carvajal.platform.maestroproductovalidate:maestro-producto-validate,0,57,11,141,4.5,0,22,2,66,1.6,0,70,277,4034,2959,java=2575;web=257;xml=127,11,1,0,0,1,2.2,1973,1,11,0
com.carvajal.platform:daemon-mrn,0,11,3,60,11.8,0,8,0,0,0,0,11,37,680,447,java=376;xml=71,3,1,0,0,1,0.1,10,1,3,0
com.carvajal:valdatatypeformat,0,53,34,159,6.5,0,21,2,66,2.1,0,66,157,3153,2277,java=1897;web=257;xml=123,35,1,0,0,1,3,2074,1,35,0
com.carvajal.platform:frecuenciaLegado,0,15,9,34,6.5,0,9,2,56,8.7,0,16,32,645,489,java=432;xml=57,9,1,0,0,1,0.4,66,1,9,0
cimbalek_drools,63,660,2425,10495,10,0,34,1051,31320,23.8,0,467,5944,131441,94979,java=94631;xml=348,2538,5,825,0,2,1.1,32430,1,2538,49
com.github.princesslana:ErisCasper.java,0,71,44,243,8,0,15,0,0,0,0,62,329,3856,2807,java=2316;xml=491,44,1,0,0,1,0.4,356,1,44,0
kayo08_PSUFG,202,147,4718,784,2.8,0,30,24,447,1.4,0,199,1522,32427,27074,css=9960;java=9739;js=2227;web=4773;xml=375,4939,5,686,0,2,3.1,25186,1,4939,7
psufg,192,147,391,784,2.8,0,30,24,447,1.4,0,199,1522,32376,27026,css=9960;java=9739;js=2227;web=4773;xml=327,602,5,668,0,2,0.4,3639,1,602,7
com.github.tonydeng.tutorials:tdd,0,1,0,0,0,0,3,0,0,0,0,3,1,238,230,java=6;xml=224,0,1,0,0,1,0,0,1,0,0
lim0610_exeCode,3,39,128,430,10.8,0,18,2,1486,31.5,0,56,210,4715,3553,java=2361;kotlin=26;xml=1166,152,2,15,0,2,2.8,3032,1,152,13
russophobot,0,63,35,21,1,0,17,2,44,1.6,0,61,167,2767,2186,java=2186,36,1,0,0,1,0.5,323,1,36,0
blinck-server,8,203,298,1122,14,0,66,0,0,0,0,163,767,11419,6897,java=6897,325,3,75,0,2,1,2027,1,325,15
AzureDevOpsTestJava,7,1,0,0,0,0,5,0,0,0,0,5,2,323,290,css=120;java=16;web=58;xml=96,7,3,31,0,1,0,0,1,7,0
sbrella:ibase4j,229,147,15008,8318,12.7,0,107,162,2306,2.9,0,431,3724,78525,57235,css=15111;java=6150;js=24944;php=88;plsql=4352;web=1878;xml=4712,15246,5,803,0,4,4.4,76119,1,15246,9
com.systematic.trading:systematic-trading,0,421,53,2555,14.6,0,183,12,404,1.1,0,436,1622,35795,14937,java=14091;xml=846,53,1,0,0,1,0.1,283,1,53,0
escapy-2,35,236,314,273,3.2,0,76,4,58,0.5,0,197,1083,11164,8380,java=8380,388,5,245,0,2,1.4,3436,1,388,29
CITest,0,2,2,4,4.5,0,2,0,0,0,0,3,3,110,84,java=34;xml=50,2,1,0,0,1,0.8,20,1,2,0
abshirahmed_MorseToEnglishConverter,0,4,14,0,0,0,2,4,181,57.6,0,5,4,314,230,java=207;xml=23,14,1,0,0,1,2.3,162,1,14,0
Bencepapa_AIDE,16,1,146,1677,21.3,0,8,17,417,4,0,13,727,10374,6207,css=84;java=4;js=6038;web=40;xml=41,167,3,85,0,4,1,1861,1,167,5
thiagozf_topics-java-client,0,2,0,1,2.1,0,1,0,0,0,0,2,7,60,46,java=46,0,1,0,0,1,0,0,1,0,0
se.artcomputer.html:ajavahtmlrenderer,0,7,0,2,0.7,0,3,0,0,0,0,9,42,348,269,java=195;xml=74,0,1,0,0,1,0,0,1,0,0
NicolasDragon_DOI,4,127,247,5249,36.9,0,22,16,602,2.8,0,105,749,21523,8971,java=8472;xml=499,262,5,30,0,5,2.1,5577,1,262,8
com.ben12:habfx-ui,0,44,7,504,10.9,0,13,2,92,1.6,1,40,351,5742,4118,java=3943;xml=175,7,1,0,0,1,0.1,114,1,7,0
1.2,0,15,29,6,1.5,0,6,0,0,0,0,16,44,550,406,java=317;xml=89,32,1,0,0,4,2.2,262,1,32,3
1.4,0,9,20,1,0.3,0,7,0,0,0,0,10,30,383,286,java=197;xml=89,22,1,0,0,4,2.2,185,1,22,2
monitor-me,0,13,4,2,0.4,0,12,2,40,6.8,0,18,38,586,460,java=214;xml=246,4,1,0,0,1,0.3,47,1,4,0
mickknutson_microservices_netflix_oss_course,8,52,125,287,10.6,0,56,6,118,3.4,0,76,101,3516,2433,java=1259;xml=1174,179,3,60,0,3,1.2,912,1,179,45
hibikiledo_ci-hands-on-workshop,0,2,2,1,5.6,0,2,0,0,0,0,2,2,27,17,java=17,2,1,0,0,1,3.9,20,1,2,0
com.github.XDean:auto-message,0,2,5,8,4.6,0,2,0,0,0,0,3,6,204,167,java=115;xml=52,5,1,0,0,1,0.9,47,1,5,0
com.garethahealy.camel-dynamic-loadbalancer:camel-dynamic-loadbalancer-parent,4,17,20,52,5.3,0,13,0,0,0,0,23,82,1606,938,java=702;xml=236,25,3,55,0,1,1.2,332,1,25,0
Hadoop:hadoop311,1446,9372,28518,157799,15.6,0,754,3546,92866,6.9,0,6334,81408,1339770,853263,java=832830;py=71;web=1374;xml=18988,30638,5,15962,0,5,1.3,332062,1,30638,533
fabriciotn_ponto-inteligente-api,0,16,8,34,5.1,0,8,6,90,10,0,17,98,896,634,java=554;xml=80,8,1,0,0,1,0.7,140,1,8,0
com.crowsofwar.avatarmod:AvatarMod:FD/TickHandlerExperiments,93,615,2293,4220,9.3,0,52,221,2981,4.5,0,518,3564,65648,41053,java=41053,2845,5,565,0,2,1.7,20939,1,2845,396
ch.admin.seco.service.reference:referenceservice,1,121,65,305,4.5,0,28,6,87,1,0,139,708,8772,6501,java=5942;web=97;xml=462,69,3,10,1,4,1.3,2544,1,70,3
aassd:next,10,12,36,35,8,0,6,2,124,20.7,0,14,56,600,401,java=301;xml=100,53,5,85,0,5,2.3,272,1,53,7
laradong_sm,0,1,1,1,4,0,2,0,0,0,0,2,1,30,24,java=6;xml=18,1,1,0,0,1,1.4,10,1,1,0
com.garethahealy.jboss-eap-helloworld:jboss-eap-helloworld-parent,0,3,1,45,24.3,0,6,0,0,0,0,9,3,292,140,java=38;xml=102,1,1,0,0,1,0.1,5,1,1,0
d:d,10,10,41,214,45.1,0,6,0,0,0,0,14,17,602,261,java=161;xml=100,58,5,85,0,5,3.3,260,1,58,7
mk-5_gdx-fireapp,0,191,68,2008,27.1,0,58,5,85,0.7,0,168,729,12852,5389,java=5362;xml=27,68,1,0,0,1,0.5,821,1,68,0
CodeQuality:CodeQuality,8,12,33,35,8,0,6,2,124,20.7,0,14,56,600,401,java=301;xml=100,48,5,75,0,5,2.1,257,1,48,7
dpb-upm_IWVG.SwC.DanielPerez,0,5,1,31,10.3,0,3,0,0,0,0,6,28,369,271,java=140;xml=131,1,1,0,0,1,0.1,5,1,1,0
saadBoudfor_b4doc,10,18,0,34,6.5,0,15,0,0,0,0,25,13,640,488,java=302;xml=186,10,3,105,0,1,0,0,1,10,0
PK,0,3,2,1,1.2,0,4,0,0,0,0,4,2,101,83,java=24;xml=59,2,1,0,0,1,0.2,5,1,2,0
miltonmc_cesar-school-unit-testing,0,10,13,3,0.7,0,10,0,0,0,0,16,46,560,446,java=268;xml=178,13,1,0,0,1,0.5,65,1,13,0
KarlaDias_TesteUnitarioKarlaDias,0,5,9,26,7.5,0,2,0,0,0,0,6,29,400,321,java=248;xml=73,9,1,0,0,1,0.9,85,1,9,0
milczarekIT_ta4j,3,216,230,2852,25.2,0,29,12,322,1.6,0,222,971,20266,8453,java=8183;xml=270,240,3,15,0,2,0.7,1764,1,240,3
rkundala_aol,8,24,86,111,6,0,5,8,171,6.3,0,27,172,2732,1749,java=1624;xml=125,119,3,110,0,2,1.4,750,1,119,25
tiagomar_unittest,0,4,3,17,6.2,0,2,0,0,0,0,5,39,353,256,java=199;xml=57,3,1,0,0,1,0.7,50,1,3,0
scipionyx-io-industrially-image-recognizer,0,31,17,21,1.6,0,10,0,0,0,0,33,57,1604,1258,java=1040;xml=218,27,1,0,0,1,0.4,161,1,27,0
FullStack,0,2,2,10,11.9,0,2,0,0,0,0,2,8,107,74,java=74,2,1,0,0,1,15.1,335,3,2,0
doma14_studienverwaltung,0,15,1,3,0.6,0,6,2,50,7.6,2,16,64,662,502,java=433;xml=69,1,1,0,0,1,0.1,10,1,1,0
salmankazmi_hrs,1,24,45,46,4.1,0,11,2,60,4.2,0,25,161,1422,1087,java=1023;xml=64,50,2,15,0,4,1,316,1,50,4
io.scipionyx.industrially.imagerecon:parent,0,31,20,21,1.6,0,10,0,0,0,0,33,57,1604,1258,java=1040;xml=218,30,1,0,0,1,0.6,223,1,30,0
rajkalavala_DevOps-Training,0,1,2,18,5.3,0,4,0,0,0,0,5,1,417,324,css=259;java=8;web=30;xml=27,2,1,0,0,1,0.2,15,1,2,0
sgutti_user-management,0,31,0,797,32,0,11,2,54,1.6,2,33,233,3481,1693,java=1598;xml=95,0,1,0,0,1,0,0,1,0,0
candle-policy-rs,2,29,18,0,0,0,11,2,36,5.4,0,29,44,667,487,java=487,20,3,10,0,1,1.4,204,1,20,0
testjava,0,1,5,11,8.7,0,2,0,0,0,0,2,1,141,115,java=11;xml=104,5,1,0,0,1,1.2,40,1,5,0
com.automation:ebstack,0,3,8,1,0.5,0,4,0,0,0,0,4,8,237,200,java=69;xml=131,8,1,0,0,1,1.5,88,1,8,0
alexisfr_helloworld,0,1,9,0,0,0,2,0,0,0,0,2,6,40,28,java=12;xml=16,9,1,0,0,1,6.5,55,2,9,0
snehalgaikwad12_calculator,0,2,9,8,4.1,0,4,0,0,0,0,6,6,239,188,java=95;web=40;xml=53,11,1,0,0,2,0.7,42,1,11,2
meghasoni28_calculator,0,2,9,8,4.1,0,4,0,0,0,0,6,6,237,188,java=95;web=40;xml=53,11,1,0,0,2,0.7,42,1,11,2
shraddhasable_caclciapp,0,1,2,0,0,0,2,0,0,0,0,2,6,113,98,java=80;xml=18,2,1,0,0,1,0.5,15,1,2,0
maheshwagh26_calculator,0,2,10,8,4.5,0,4,0,0,0,0,5,7,214,171,java=94;web=23;xml=54,15,1,0,0,2,0.9,48,1,15,5
rocketmq-spring-boot-starter,0,22,20,178,21.5,0,8,0,0,0,0,23,46,1140,648,java=573;xml=75,20,1,0,0,1,1,204,1,20,0
roond-api,3,145,160,65,1.7,0,26,8,204,3.8,0,144,322,5426,3846,java=3846,167,5,20,0,2,1,1118,1,167,3
io.apicollab:server,0,34,1,66,4.9,0,10,0,0,0,0,35,80,1730,1291,java=1196;xml=95,1,1,0,0,1,0,2,1,1,0
ch.admin.seco.service.candidate:candidate-service,3,138,57,309,4.1,0,24,0,0,0,0,138,976,10041,7247,java=7247,62,2,45,0,2,0.6,1405,1,62,1
miguelperezcolom_bakery,0,8,13,17,6,0,3,0,0,0,0,9,5,393,266,java=147;xml=119,13,1,0,0,1,0.3,26,1,13,0
miguelperezcolom_mateu-mdd,241,449,5758,2610,6.2,0,77,212,2848,5.1,0,451,1813,55555,39378,css=16364;java=22090;web=5;xml=919,6164,5,705,0,4,4.5,53641,1,6164,160
org.folio:mod-user-import,0,22,3,347,12.5,0,7,0,0,0,0,21,270,3771,2437,java=2147;xml=290,3,1,0,0,1,0.1,48,1,3,0
Aurimas-blackjack,0,5,45,8,3.3,0,2,0,0,0,0,6,14,323,232,java=190;xml=42,45,1,0,0,1,6.4,445,2,45,0
unit-tests,0,4,10,5,1.8,0,2,0,0,0,0,5,37,355,278,java=209;xml=69,14,1,0,0,2,0.8,68,1,14,4
com.github.pluto-atom-4.hello-travis-sonarcloud,0,2,0,0,0,0,2,0,0,0,0,3,2,79,61,java=20;xml=41,0,1,0,0,1,0,0,1,0,0
internal.example.ci:hello-travis-sonarcloud,0,2,0,0,0,0,2,0,0,0,0,3,2,85,66,java=20;xml=46,0,1,0,0,1,0,0,1,0,0
mtransit:mtransit-for-android,22,335,1308,1209,3.1,0,29,246,4155,9.6,0,287,3676,43498,37347,java=33440;xml=3907,1357,3,330,0,2,1.4,15679,1,1357,27
arthurvts_Projeto_Cesar_unit-test,0,4,11,13,4.7,0,2,0,0,0,0,5,39,368,262,java=205;xml=57,11,1,0,0,1,1.1,84,1,11,0
W53:W53-GREETINGAPI:istio,0,5,54,11,8.8,0,6,0,0,0,0,6,11,166,114,java=103;xml=11,55,1,0,0,2,7.7,265,2,55,1
Donrwalsh_pogo,0,10,32,3,0.7,0,7,0,0,0,0,11,51,538,422,java=311;xml=111,32,1,0,0,1,0.9,113,1,32,0
com.mcmoddev:PowerAdvantage,5,106,525,2789,25.7,0,21,33,1535,10.9,0,118,857,14146,8052,java=8052,622,3,80,0,2,4,9557,1,622,88
santfirax_Reto3ScreenPlay,0,7,0,0,0,0,4,0,0,0,0,7,22,254,193,java=193,0,1,0,0,1,0,0,1,0,0
IWVG.SwC.Test,0,4,1,8,3.6,0,2,0,0,0,0,5,26,279,216,java=123;xml=93,1,1,0,0,1,0.1,5,1,1,0
mogikanen9_xml-cleanup-maven-plugin,0,22,13,29,3.5,0,11,0,0,0,0,24,42,1103,792,java=590;xml=202,13,1,0,0,1,0.3,80,1,13,0
pintu-gupta_building-a-multibranch-pipeline-project,0,1,0,7,3.9,0,2,0,0,0,0,2,3,206,174,java=14;xml=160,0,1,0,0,1,0,0,1,0,0
io.swagger:swagger-devopsoh,1,23,47,64,4.6,0,6,4,82,4.6,0,21,126,1765,1314,java=1156;xml=158,48,3,5,0,1,1.5,580,1,48,0
gonghuihui55_AutoTestDemo,0,2,7,30,26.5,0,3,0,0,0,0,3,5,137,83,java=66;xml=17,7,1,0,0,1,1.6,41,1,7,0
com.mcmoddev:SteamAdvantage,8,60,287,740,11,0,10,61,1053,12.5,0,60,605,8405,5959,java=5959,317,3,80,0,2,3.3,5881,1,317,22
binmahone_testjenkins,1,2,8,0,0,0,2,0,0,0,0,3,4,70,58,java=22;xml=36,9,3,10,0,1,6.9,120,2,9,0
liuqianghit_myBlog,0,8,1,0,0,0,9,0,0,0,0,9,6,218,179,java=100;xml=79,1,1,0,0,1,0.6,30,1,1,0
cn.oneayst:springmvc-shiro-react-redux-restful-example,4,127,312,132,1.3,0,47,80,1221,10.1,0,180,1073,12030,10067,css=201;java=3578;js=6012;web=14;xml=262,330,5,17,0,4,1.3,4046,1,330,13
com.mycompany.app:my-app,0,1,3,2,4,0,2,0,0,0,0,2,3,60,48,java=12;xml=36,3,1,0,0,1,1.2,17,1,3,0
com.jizky.projetmanager:dashboard-core,1,49,39,61,2.8,0,16,2,52,1.7,0,50,306,3003,2143,java=2043;xml=100,40,3,10,0,1,0.3,183,1,40,0
gfhfghf,11,22,204,149,7.3,0,8,10,152,6.6,0,22,149,2317,1887,java=1743;xml=144,263,5,85,0,4,0,1348,1,263,48
com:AutoFix-2.0,0,2,21,7,5.9,0,2,0,0,0,0,3,4,140,112,java=21;xml=91,21,1,0,0,1,4.1,138,1,21,0
cgdfs_unicorn3,1,5,0,1,1.3,0,5,0,0,0,0,5,7,97,76,java=76,2,3,15,0,2,0,0,1,2,1
cgdfs_unicorn2,0,2,0,0,0,0,2,0,0,0,0,2,3,98,89,java=89,0,1,0,0,1,0,0,1,0,0
cgdfs_Unicorn1,0,2,0,0,0,0,2,0,0,0,0,2,2,54,46,java=46,0,1,0,0,1,0,0,1,0,0
rinino_test1,0,1,1,0,0,0,2,0,0,0,0,2,1,41,26,java=6;xml=20,1,1,0,0,1,1.3,10,1,1,0
2.5,1,51,143,56,3.8,0,9,0,0,0,0,52,159,2028,1409,java=1309;xml=100,155,3,10,0,5,2.3,954,1,155,11
io.lab.kaizen:kaizen,0,3,0,2,1.5,0,2,0,0,0,0,4,3,163,131,java=32;xml=99,0,1,0,0,1,0,0,1,0,0
ViniKroth_cacau-api,44,50,159,20,0.9,0,12,9,174,5.7,0,51,357,3052,2276,java=2169;xml=107,219,3,495,0,2,1.9,1295,1,219,16
vinisbranco_GastronomiaClone,6,49,210,14224,48.6,0,16,0,0,0,0,60,1812,37439,15065,java=2078;js=12809;web=25;xml=153,240,5,32,0,5,0.3,1485,1,240,24
3c55535d0d37e07c4b510cb8d2a7d0911b1810d0,0,23,0,44,3.5,0,7,0,0,0,0,14,143,1690,1224,java=1185;xml=39,0,1,0,0,1,0,0,1,0,0
project-main,0,4,9,2,0.8,0,3,0,0,0,0,6,36,307,256,java=175;xml=81,9,1,0,0,1,1.1,81,1,9,0
org.ietr.preesm:org.ietr.preesm.parent:v2.15.0,81,874,4263,41941,31.6,0,232,1710,13724,6.9,0,874,6642,198007,90966,java=89847;xml=1119,4535,5,925,0,4,2.5,67207,1,4535,181
com:HomeSmartMeter,989,25,96463,22844,21.6,0,47,48,1122,1,0,246,2569,115243,82836,css=42947;java=2081;js=25200;py=108;web=11899;xml=601,97471,5,2414,0,4,19.5,483571,3,97471,19
fr.liglab.adele.cream:context.socm.reactor,7,199,243,598,6.9,0,54,21,631,5.1,0,189,797,12387,8130,java=6686;xml=1444,250,3,115,0,1,0.9,2291,1,250,0
lvs007_web-base,49,323,791,2080,9.9,0,81,21,553,2.1,0,270,2148,26560,18968,java=18148;xml=820,950,5,505,0,5,1.4,8148,1,950,77
RashmiBhardwaj1234_rashmi,0,5,36,0,0,0,4,0,0,0,0,8,6,323,279,java=211;web=26;xml=42,36,1,0,0,1,4.5,374,1,36,0
chumakac_mset-core,0,17,0,0,0,0,4,0,0,0,0,12,77,866,536,java=536,0,1,0,0,1,0,0,1,0,0
ApacheHadoopMain303:hadoop303,1378,8741,26933,147305,15.6,0,681,3477,91914,7.4,0,5884,76555,1249460,796157,java=776946;py=71;web=1374;xml=17766,28928,5,15195,0,5,1.3,314037,1,28928,479
urblopes_email_client,3,4,13,4,1.5,0,2,0,0,0,0,5,37,350,270,java=213;xml=57,20,3,32,0,2,1,84,1,20,4
meori20_dashboardTests,0,1,3,2,4,0,2,0,0,0,0,2,3,60,48,java=12;xml=36,3,1,0,0,1,1.2,17,1,3,0
com.github.XDean:auto-spring-factories,0,2,2,3,2,0,2,0,0,0,0,3,4,173,146,java=97;xml=49,2,1,0,0,1,0.2,10,1,2,0
SanSanchez_lms-admin-jenkins,0,23,27,28,3.4,0,7,0,0,0,0,25,117,1073,802,java=747;xml=55,37,1,0,0,4,0.4,92,1,37,10
juncevich_email_bot,0,21,3,2,0.3,0,13,0,0,0,0,21,47,743,576,java=576,3,1,0,0,1,0.2,28,1,3,0
com.example:email_bot,0,21,3,2,0.3,0,13,0,0,0,0,21,47,743,576,java=576,3,1,0,0,1,0.2,28,1,3,0
Portree-Kid_terramaster,2,47,351,721,12.5,0,4,6,60,0.9,0,31,303,6745,5039,java=4893;xml=146,377,2,10,0,2,3.1,4731,1,377,24
TheHell34_WebGoat,526,341,1354,15693,12.3,0,276,616,112691,75.8,0,799,7375,148697,111447,css=9210;java=13840;js=60491;web=23170;xml=4736,1951,5,2226,0,5,0.3,11586,1,1951,64
ropili19_IWVG.SwC.RosarioOrbezo,0,5,1,31,11.2,0,3,0,0,0,0,6,28,340,245,java=140;xml=105,1,1,0,0,1,0.1,5,1,1,0
adminCode,0,42,111,121,4.6,0,16,2,19,0.6,0,67,193,3300,2496,java=1521;xml=975,112,1,0,0,1,5,3756,2,112,0
israelcunha_cunha,0,4,20,1,0.6,0,2,0,0,0,0,5,29,217,170,java=104;xml=66,20,1,0,0,1,2.7,137,1,20,0
Jemesson_spring-sonar,0,1,2,1,1.8,0,2,0,0,0,0,2,2,68,54,java=11;xml=43,2,1,0,0,1,1.2,20,1,2,0
tonghannteng_SumApp,0,5,14,6,3.1,0,4,0,0,0,0,10,19,276,188,java=121;xml=67,14,1,0,0,1,16.5,932,3,14,0
ucomp.twitter:basic_retriever,1,4,30,6,1.6,0,2,0,0,0,0,4,7,413,359,java=238;xml=121,31,5,5,0,1,0.9,100,1,31,0
es.upm.miw:iwvg-forge,0,5,1,32,11.6,0,3,0,0,0,0,6,28,341,245,java=140;xml=105,1,1,0,0,1,0.1,5,1,1,0
de.hilling.lang.annotations:literal-generator,0,13,0,57,6.8,0,7,0,0,0,0,16,38,1006,785,java=367;xml=418,0,1,0,0,1,0,0,1,0,0
com.gitlab.atomfrede.jhipster.pipeline.mvn.example:jhigitlabmvnpipeline,0,142,20,451,5.2,0,61,6,172,1.6,0,221,603,10476,8231,css=130;java=3024;ts=3023;web=1882;xml=172,20,1,0,0,1,0.8,2084,1,20,0
fluorumlabs_url-parameter-mapping,0,15,6,308,32.6,0,2,0,0,0,0,11,28,1210,636,java=484;xml=152,12,1,0,0,1,0.4,81,1,12,0
fishlibkey,0,1,5,0,0,0,3,0,0,0,0,3,4,34,26,java=21;xml=5,5,1,0,0,1,6,47,2,5,0
