key,bugs, classes, code_smells, comment_lines, comment_lines_density, confirmed_issues, directories, duplicated_blocks, duplicated_lines, duplicated_lines_density, false_positive_issues, files, functions, lines, ncloc, ncloc_language_distribution, open_issues, reliability_rating, reliability_remediation_effort, reopened_issues, security_rating, sqale_debt_ratio, sqale_index, sqale_rating, violations, vulnerabilities
sit:int206:HAHO:WebApplication,13,7,277,221,14.7,0,1,15,476,27.5,0,7,43,1731,1280,java=1280,293,5,100,0,2,8.6,3302,2,293,3
sit:int:206:haho:booking:yacthMon,15,15,428,400,12.7,0,3,22,372,10.6,0,15,161,3508,2761,java=2761,462,5,150,0,5,7.2,5942,2,462,19
sit:int206:Kademy:One4All:Nun,1,6,10,37,16.8,0,2,0,0,0,0,7,30,423,183,java=183,11,5,5,0,1,1.5,83,1,11,0
sit:int206:Korrow:master,73,25,1077,1191,19,0,1,64,1150,15.7,0,25,329,7338,5075,java=5075,1200,5,482,0,5,6.7,10129,2,1200,50
sit:int206:return_ja,26,15,100,224,21.7,0,6,14,428,31.5,0,15,77,1359,807,java=807,128,5,185,0,5,3.6,876,1,128,2
sit:int206:kademy_one4all-master,0,2,4,2,25,0,1,0,0,0,0,2,0,30,6,java=6,4,1,0,0,1,16.7,30,3,4,0
sit:int206:Hang-man,38,19,513,951,23.6,0,4,16,230,5.2,0,19,184,4416,3078,java=3078,588,5,262,0,2,6.7,6223,2,588,37
sit:int206:Kademy:Kookle:Champ,2,4,19,24,10.5,0,2,0,0,0,0,4,22,317,204,java=204,22,5,15,0,2,2.6,161,1,22,1
sit:int206:MusicGame1,35,20,297,249,11.7,0,7,8,186,7.2,0,21,144,2575,1876,java=1876,334,5,235,0,5,5,2790,1,334,2
sit:int206:HOR:Help_Desk,26,23,100,131,9.9,0,2,14,416,26.1,0,23,139,1592,1186,java=1186,141,5,200,1,5,2.3,824,1,142,16
sit:int206:CaloriesDiary,71,16,339,195,7.6,0,1,8,311,10.3,0,16,137,3023,2366,java=2366,421,5,900,0,5,7.9,5585,2,421,11
sit:int206:sleepCycle,10,9,90,97,11.5,0,1,5,62,6.4,0,9,25,966,746,java=746,107,5,50,0,5,11.2,2502,3,107,7
sit:int206:St:Ex:Plan,71,16,337,195,7.6,0,1,8,311,10.3,0,16,137,3026,2369,java=2369,419,5,900,0,5,7.9,5589,2,419,11
sit:int206:KinRaiNaiDee:KinRai-KCal,2,3,9,21,14.3,0,2,0,0,0,0,3,16,214,126,java=126,11,5,10,0,1,3.2,120,1,11,0
sit:int206:OrderMenuSystem:Club:Dummy,7,14,79,259,26.2,0,3,5,141,10.5,0,14,81,1338,729,java=729,98,5,35,4,5,3,655,1,102,16
sit:int206:MatchGame,36,16,344,575,18.8,0,2,21,430,13.3,0,16,103,3224,2490,java=2490,381,5,253,0,2,7.3,5424,2,381,1
sit:int206:AccidentReport123,2,5,27,0,0,0,1,0,0,0,0,5,16,190,143,java=143,32,5,10,1,5,5.2,225,2,33,4
sit:int206:finding3,2,6,21,45,12,0,2,2,82,16.8,0,6,55,489,331,java=331,24,5,15,0,2,2.1,210,1,24,1
sit:int206:kademy:one4all,2,4,16,48,17.8,0,2,0,0,0,0,4,28,374,221,java=221,17,5,10,1,1,2.1,139,1,18,0
sit:int206:MusicGame3,37,21,312,250,11.6,0,7,8,186,7.2,0,21,145,2577,1902,java=1902,351,5,245,0,5,5.2,2960,2,351,2
sit:int206:HOR-helpdesk,23,23,108,131,9.9,0,2,11,348,21.8,0,23,139,1594,1188,java=1188,147,5,185,0,5,2.2,799,1,147,16
sit:int206:OneForAll,10,8,25,14,4.4,0,2,0,0,0,0,8,52,426,302,java=302,35,5,110,0,1,2.1,193,1,35,0
sit:int206:Hor,4,6,22,45,11.6,0,2,2,82,16.2,0,6,56,507,344,java=344,28,5,25,0,2,2,205,1,28,2
sit:int206:HorHelpdesk,27,23,109,131,9.9,0,2,14,416,26.1,0,23,139,1594,1188,java=1188,152,5,205,0,5,2.4,839,1,152,16
SIT:HOR:Finding,1,6,21,45,12,0,2,2,82,16.8,0,6,55,489,331,java=331,23,3,10,0,2,2.1,210,1,23,1
sit:int206:Hangman2017,38,19,515,951,23.6,0,4,16,230,5.2,0,19,184,4418,3080,java=3080,590,5,262,0,2,6.7,6227,2,590,37
com.processpuzzle.fitnesse:fitnesse-plantuml-plugin,0,11,13,4,0.6,0,3,0,0,0,0,12,39,758,622,java=385;xml=237,13,1,0,0,1,0.3,47,1,13,0
event-management,0,34,7,34,3.2,0,19,2,76,5.5,0,39,118,1371,1014,java=787;js=127;plsql=8;web=92,7,1,0,0,1,0.5,141,1,7,0
upd.mll5u2o:dupond002.iy002.cadrage,0,2,8,3,7.5,0,1,0,0,0,0,2,4,57,37,java=37,8,1,0,0,1,6.9,77,2,8,0
EX5:CC2016,1,4,7,4,6.3,0,1,0,0,0,0,4,9,91,59,java=59,8,4,5,0,1,4.4,77,1,8,0
santam.apps:insufficientinfo,26,34,114,417,17.2,0,12,4,60,1.8,0,33,257,3410,2005,java=2005,142,4,422,0,5,1.2,723,1,142,2
auto.mark:automark,0,93,109,823,17.9,0,6,4,55,0.8,0,90,440,6674,3785,java=3785,109,1,0,0,1,0.8,910,1,109,0
2017CC4:up5.CC4.EX3,0,6,17,8,4.3,0,1,0,0,0,0,6,17,229,179,java=179,18,1,0,0,2,2.3,125,1,18,1
2017CC4:up5.CC4.EX3Try-with-statement,1,6,19,15,7.4,0,1,0,0,0,0,6,17,246,188,java=188,21,5,5,0,2,2.5,141,1,21,1
com.deloitte.docker-spring-test:adding_travis_file,0,5,2,5,6.6,0,3,0,0,0,0,5,12,121,71,java=71,2,1,0,0,1,1.5,32,1,2,0
com.draeger.medical:JDPWS,479,674,4064,21405,22.4,0,73,227,4713,3.7,0,610,7599,128725,74178,java=73356;web=570;xml=252,4659,5,5593,0,5,1.6,35349,1,4659,116
sit:PublicizeClub,0,30,209,145,3.9,0,3,8,181,4,0,30,276,4531,3617,java=3617,241,1,0,0,5,1.6,1682,1,241,32
MyApplicationcanvas,0,6,10,10,6,0,4,0,0,0,0,9,11,231,156,java=113;xml=43,10,1,0,0,1,9.7,453,2,10,0
nl.hyranasoftware:javaGMR,0,16,68,86,5,0,8,0,0,0,1,16,114,2177,1634,java=1502;xml=132,68,1,0,0,1,1,514,1,68,0
Gradle,0,3,0,0,0,0,2,0,0,0,0,3,6,48,33,java=33,0,1,0,0,1,0,0,1,0,0
cursogradleleon,0,3,0,0,0,0,2,0,0,0,0,3,6,53,34,java=34,0,1,0,0,1,0,0,1,0,0
cursoGradleMonterroza,0,3,0,0,0,0,2,0,0,0,0,3,6,51,33,java=33,0,1,0,0,1,0,0,1,0,0
pl.abala:crude,0,4,0,0,0,0,1,0,0,0,0,4,6,64,50,java=50,0,1,0,0,1,0,0,1,0,0
io.nflow:nflow-root,65,178,221,754,7.7,0,34,14,230,1.9,0,152,797,12209,8983,java=8125;xml=858,325,5,1505,0,5,0.8,2141,1,325,39
com.himnabil.alphau.server.AlphaUServerApplication,1,21,11,24,3.9,0,6,0,0,0,0,21,73,830,592,java=592,14,3,15,0,5,0.6,112,1,14,2
org.jahia.modules:siteSettings,1,6,53,80,6.2,0,4,0,0,0,0,7,113,1802,1206,java=1122;xml=84,54,4,30,0,1,1,378,1,54,0
sit:int206:MusicGame2,5,21,247,268,12.5,0,5,14,275,10.7,0,21,135,2562,1884,java=1884,253,5,35,0,2,4.1,2330,1,253,1
openlauncher,0,13,24,2,0.3,0,9,0,0,0,0,19,40,713,586,java=424;xml=162,27,1,0,0,2,3,535,1,27,3
org.charon:boilerplate,29,33,116,80,2.8,0,13,26,275,7.5,0,56,240,3657,2757,java=1830;js=17;plsql=16;web=677;xml=217,164,5,208,0,2,1.3,1116,1,164,19
sit.int206:kanamelost:max,23,18,323,458,17,0,1,2,28,0.9,0,18,210,3240,2230,java=2230,392,5,170,0,5,3.3,2195,1,392,46
se.petermcj.maven:minimaven,0,1,1,8,5.8,0,2,0,0,0,0,2,1,156,129,java=6;xml=123,1,1,0,0,1,0.8,30,1,1,0
after-hour:sonar-qube,5,53,70,320,15,0,27,0,0,0,0,57,199,2814,1807,java=1714;js=3;web=44;xml=46,77,3,75,0,2,0.9,480,1,77,2
se.petermcj.maven:minimaven:development,0,1,1,8,5.8,0,2,0,0,0,0,2,1,156,129,java=6;xml=123,1,1,0,0,1,0.8,30,1,1,0
io.github.venis.hl7studio:hl7studio,2,76,150,318,18.9,0,10,0,0,0,0,77,17,2378,1368,java=729;xml=639,152,2,60,0,1,1.5,605,1,152,0
edu.calpoly.cpe:polypath,10,46,86,130,6.2,0,15,2,16,0.6,0,47,225,2680,1977,java=1876;xml=101,97,4,170,0,2,0.9,540,1,97,1
com.shanhh.demo:spring-boot-test-demo,0,11,1,23,6.1,0,9,0,0,0,0,12,18,488,356,java=207;xml=149,1,1,0,0,1,0.3,30,1,1,0
hu.msc:dipterv:development,0,122,197,315,5.7,0,42,0,0,0,0,121,601,7561,5178,java=5178,198,1,0,0,2,0.8,1229,1,198,1
com.xiaohui:support,0,43,72,267,13.8,0,8,4,68,2.5,0,44,143,2749,1662,java=1662,72,1,0,0,1,0.8,400,1,72,0
com.teacheralia:backend,3,70,86,366,5.4,0,11,6,123,1.4,0,80,1038,8703,6463,java=5542;js=483;xml=438,89,5,35,0,1,0.4,681,1,89,0
ro.ucv.ace:junitdemooo,0,4,4,0,0,0,2,0,0,0,0,5,4,109,87,java=27;xml=60,4,1,0,0,1,1.5,40,1,4,0
com.yirendai.infra:oss-lib-log4j2,0,8,2,2,0.6,0,4,2,278,68.1,0,6,30,408,316,java=316,2,1,0,0,1,0.4,40,1,2,0
com.bolsaideas:adoo-uml-modulo6,5,18,17,4,1.3,0,7,0,0,0,0,20,27,423,300,java=260;xml=40,22,3,35,0,1,2.4,213,1,22,0
sit:int206:jat,28,29,123,474,24.4,0,2,36,1052,39.1,0,29,154,2689,1466,java=1466,152,5,165,0,2,3,1305,1,152,1
net.danielchesters:dicenotation,0,19,24,78,9.8,0,4,6,126,12.7,0,11,116,995,714,java=714,24,1,0,0,1,0.8,178,1,24,0
com.yirendai.infra:oss-lib-adminclient,0,4,12,8,3.5,0,2,4,164,58.2,0,4,10,282,222,java=222,12,1,0,0,1,1.7,110,1,12,0
ro.ucv.ace:junitdemo,0,4,4,0,0,0,2,0,0,0,0,5,4,109,87,java=27;xml=60,4,1,0,0,1,1.5,40,1,4,0
BankingTransTransformation:BankingTransTransformation,7,5,16,21,4.8,0,4,0,0,0,0,6,35,632,413,java=356;xml=57,24,5,40,0,5,1.3,157,1,24,1
jnogle-github,14,26,38,86,6,0,10,2,36,2,0,31,126,1788,1356,java=1014;web=338;xml=4,52,3,109,0,1,0.7,301,1,52,0
hu.java.eight:tutorial,0,18,0,7,1.7,0,9,0,0,0,0,18,56,536,411,java=411,0,1,0,0,1,0,0,1,0,0
org.graphwalker:graphwalker-project,92,180,333,3692,27,0,45,30,433,2.6,0,172,945,16894,9988,java=9247;xml=741,439,5,1117,0,2,1.3,3837,1,439,14
com.amiotisse.ubsunu.profile.Application,0,30,28,58,5.9,0,12,0,0,0,0,29,132,1285,921,java=921,33,1,0,0,5,0.7,182,1,33,5
com.d4it.common:d4it-framework,16,75,28,1780,30.5,0,14,0,0,0,0,46,490,8899,4054,java=3971;xml=83,49,5,145,0,2,0.4,490,1,49,5
com.amiotisse.ubsunu.teacher.workspace.Application,0,20,12,33,6.3,0,10,0,0,0,0,19,71,696,488,java=488,17,1,0,0,5,0.5,73,1,17,5
com.ikueb:revemap,0,2,1,144,62.3,0,1,0,0,0,0,1,17,317,87,java=87,1,1,0,0,1,0,1,1,1,0
com.ikueb:timehash,0,2,0,163,50.5,0,1,0,0,0,0,1,25,443,160,java=160,0,1,0,0,1,0,0,1,0,0
com.github.mrm1st3r:tictactoe,0,17,2,51,6.7,0,5,0,0,0,1,17,98,977,706,java=706,2,1,0,0,1,0.1,20,1,2,0
IntegradorOP,0,32,0,12,1.6,0,21,0,0,0,0,32,92,997,716,java=716,0,1,0,0,1,0,0,1,0,0
gameOfLife:GameOfLifeMaven,2,5,43,130,33.8,0,1,0,0,0,0,5,22,553,255,java=255,52,3,30,0,2,3.9,298,1,52,7
blogmeproject2,36,23,29,60,3,0,20,14,680,29.2,0,44,86,2330,1944,java=804;web=712;xml=428,65,3,40,0,1,0.4,243,1,65,0
com.iyzico:iyzico-summit,0,49,11,0,0,0,16,15,486,25.5,0,53,170,1907,1316,java=1135;xml=181,12,1,0,0,4,0.7,260,1,12,1
mmud:karchangame,223,251,1007,4173,14,0,29,188,3284,8.3,0,272,1966,39664,25704,java=24521;js=415;web=435;xml=333,1373,4,2998,0,5,1.7,12861,1,1373,143
after-hour:refactoring,0,52,54,299,15.2,0,22,0,0,0,0,51,191,2626,1670,java=1670,54,1,0,0,1,0.7,372,1,54,0
r2d2,85,331,644,2551,9.3,0,198,42,709,2.1,0,469,1785,33662,24877,java=19886;xml=4991,762,5,922,0,2,2.4,18021,1,762,33
solitario:solitario,13,12,72,19,2.7,0,2,0,0,0,0,8,63,828,689,java=668;xml=21,86,4,240,0,2,2.6,544,1,86,1
hu.bme.mit.spaceship:hu.bme.mit.spaceship,0,6,2,43,16.9,0,2,0,0,0,0,7,18,348,212,java=175;xml=37,2,1,0,0,1,0.2,10,1,2,0
minesweeper:minesweeper,16,7,46,0,0,0,2,0,0,0,0,8,29,516,415,java=394;xml=21,62,5,365,0,1,6.3,783,2,62,0
docit-server,0,5,0,7,8.6,0,5,0,0,0,1,5,7,118,74,java=74,0,1,0,0,1,0,0,1,0,0
ProductManagementSystem,0,17,8,48,6.3,0,8,0,0,0,0,26,71,1771,708,java=515;plsql=34;xml=159,9,1,0,0,5,0.1,27,1,9,1
orchestrator:orchestrator,15,76,285,173,4.1,0,11,11,191,3.4,0,79,313,5580,4054,java=3515;plsql=356;xml=183,307,5,120,0,2,1,1256,1,307,7
bradbury.je.finalproject305:finalproject305,1,60,157,64,1.2,0,5,0,0,0,0,61,521,6567,5385,java=5309;xml=76,158,2,20,0,1,0.9,1419,1,158,0
oltpbenchmark,825,488,6468,9316,16.3,0,79,209,4747,6.4,0,564,2323,74322,48006,java=37193;plsql=9082;py=470;xml=1261,7587,5,25993,0,5,3.6,51801,1,7587,294
a1b2c3,0,113,132,224,2.7,0,36,6,88,0.9,0,139,598,10063,7979,java=5763;xml=2216,132,1,0,0,1,0.4,924,1,132,0
sit:int206:LibraryHouze,8,22,131,353,22,1,2,35,792,36.8,0,22,137,2150,1249,java=1249,137,5,40,1,1,3.1,1174,1,139,0
Android,510,1456,4306,12302,10.3,0,213,158,3354,2.2,0,1327,9832,150116,107060,java=103697;xml=3363,5102,5,5990,0,5,1.5,47528,1,5102,286
org.apache.apex:apex,335,734,1773,5329,9.7,0,51,168,2005,2.8,0,340,3565,72673,49882,java=49289;xml=593,2416,5,5865,0,2,1.7,25163,1,2416,308
xyz.docbleach:docbleach-parent,4,28,43,161,6.9,0,19,2,24,0.8,0,35,143,2866,2187,java=1892;xml=295,47,5,20,0,1,0.6,389,1,47,0
com.neuv:whatsay,232,346,1879,5667,11.8,0,59,1110,30455,52.8,0,350,3272,57710,42415,java=40201;js=1566;web=28;xml=620,2330,5,2425,0,5,2.2,28412,1,2330,219
com.commercehub.dropwizard:dropwizard-buildinfo,0,1,0,4,2.8,0,1,2,28,15.5,0,1,9,181,138,java=138,0,1,0,0,1,0,0,1,0,0
gruppeneinteilung:gruppeneinteilung,0,30,75,128,8.4,0,5,0,0,0,0,30,150,1989,1392,java=1392,128,1,0,0,2,1.4,567,1,128,53
kaa_project2,1550,3652,12059,34051,9.9,0,825,2002,53312,10.6,0,3573,26755,503657,308898,c=40786;cpp=19899;java=212030;js=361;objc=19365;plsql=42;py=224;web=469;xml=15722,13854,5,21636,0,5,1.2,108003,1,13854,245
app:police,5,16,61,3,0.5,0,6,0,0,0,0,13,66,656,549,java=505;xml=44,67,5,45,0,2,5.4,885,2,67,1
org.pignat.app.qr2gerber:qr2gerber,0,6,0,39,8.1,0,2,0,0,0,2,6,23,585,444,java=378;xml=66,0,1,0,0,1,0,0,1,0,0
com.chulung:web-service,23,113,133,250,5.9,0,30,6,151,2.7,0,112,547,5667,3990,java=3789;xml=201,165,5,141,0,2,0.7,829,1,165,9
org.otojunior:shadetest-pom,0,9,0,43,9.5,0,10,0,0,0,0,12,13,630,408,java=177;xml=231,0,1,0,0,1,0,0,1,0,0
io.github.davejoyce:versioned-ids,0,5,2,252,28.2,0,4,0,0,0,0,9,44,1242,643,java=382;xml=261,2,1,0,0,1,0.1,10,1,2,0
com.sonarqube.javecs-github.expr,0,18,6,94,12.1,0,1,4,96,10.7,0,4,98,898,685,java=685,6,1,0,0,1,0.3,68,1,6,0
com.vitter:sample-rest-server,0,2,12,2,1.8,0,3,0,0,0,0,3,5,133,111,java=26;xml=85,12,1,0,0,1,2.1,70,1,12,0
com.hsbc.company:spring.integration.study.parent,0,5,5,3,1.6,0,10,0,0,0,0,10,8,222,181,java=61;xml=120,6,1,0,0,4,0.8,42,1,6,1
java-sonar-runner-simple,0,1,0,6,33.3,0,1,0,0,0,0,1,1,33,12,java=12,0,1,0,0,1,0,0,1,0,0
sit:OEBOfficial:test,130,74,248,52,1.1,1,3,13,184,3.5,0,74,363,5236,4561,java=4561,378,5,817,2,5,1.6,2125,1,381,3
com.amiotisse.ubsunu.marks.Application,1,28,10,47,5.9,0,11,0,0,0,0,27,99,1060,749,java=749,13,3,5,0,2,0.5,106,1,13,2
sonarqubew:bottle-android,7,53,263,199,3.7,0,15,4,86,1.3,0,107,263,6742,5129,java=2715;xml=2414,275,5,90,0,2,4.9,7467,1,275,5
edu.avans:HHKeuken_A3,16,18,54,98,8.3,0,7,0,0,0,0,19,98,1497,1085,java=1021;xml=64,77,5,180,0,5,1.3,436,1,77,7
AndroidTesting,0,8,3,1,0.7,0,2,0,0,0,0,6,19,179,133,java=133,3,1,0,0,1,31.6,1260,4,3,0
com.iyzico:code-challenge,3,29,6,17,1.6,0,8,0,0,0,0,28,110,1420,1050,java=938;xml=112,9,2,6,0,1,0.1,30,1,9,0
com.ikueb:collectors,0,1,0,89,39.4,0,1,0,0,0,0,1,16,307,137,java=137,0,1,0,0,1,0,0,1,0,0
cursogradleDiego,0,3,0,0,0,0,2,0,0,0,0,3,6,50,33,java=33,0,1,0,0,1,0,0,1,0,0
net.trajano.mojo:cleanpom-maven-plugin,0,5,0,120,16.2,0,3,0,0,0,0,8,22,956,621,java=368;xml=253,0,1,0,0,1,0,0,1,0,0
se.liu.exjobb.socialmedialibrary:socialmedia,0,32,8,747,23.2,0,5,0,0,0,0,28,336,4251,2466,java=2379;xml=87,0,1,0,8,1,0,16,1,8,0
firemox:firemox,260,845,1505,24422,31.3,0,59,92,2285,1.9,0,889,4208,119017,53651,java=52522;web=579;xml=550,2346,5,3608,0,5,2.2,35894,1,2346,581
com.ikueb:wallclock,0,9,0,206,32.1,0,1,0,0,0,0,8,99,1101,435,java=435,0,1,0,0,1,0,0,1,0,0
com.ikueb:mapextractor,0,2,0,213,55.8,0,1,0,0,0,0,1,32,521,169,java=169,0,1,0,0,1,0,0,1,0,0
cooperate_web:cooperate_web,23,37,101,844,12.8,0,14,31,397,4.7,0,59,506,8402,5744,java=3134;js=2339;xml=271,125,3,150,0,4,0.7,1217,1,125,1
cp.catalog,0,6,13,0,0,0,3,0,0,0,0,7,36,358,271,java=262;web=9,13,1,0,0,1,0.7,54,1,13,0
omnom:omnom,0,1,1,1,7.7,0,1,0,0,0,0,1,2,19,12,java=12,1,1,0,0,1,1.4,5,1,1,0
uk.ac.bbsrc.tgac.miso:miso:sonarqube_pr_updater,476,827,2921,13976,6.7,0,159,1549,108841,43.1,0,1188,20123,252565,194781,java=68759;js=123558;web=9;xml=2455,3600,5,6596,0,5,0.6,35292,1,3600,203
hu.msc:dipterv,0,120,90,283,5.4,0,40,4,49,0.7,0,119,576,7207,4997,java=4997,90,1,0,0,1,0.5,757,1,90,0
capacitacionGradle-Jenkins,0,3,0,0,0,0,2,0,0,0,0,3,8,57,39,java=39,0,1,0,0,1,0,0,1,0,0
ScrabbleHelper-Server,0,20,74,4,0.3,0,2,4,76,4.6,0,21,148,1635,1308,java=1292;xml=16,74,1,0,0,1,1.3,525,1,74,0
ScrabbleHelper,0,12,80,7,0.4,0,5,12,174,8.3,0,18,103,2101,1829,java=1426;xml=403,80,1,0,0,1,3.3,1835,1,80,0
com.naresh:movieapp,0,1,1,1,3.7,0,2,0,0,0,0,2,2,33,26,java=9;xml=17,1,1,0,0,1,3.8,30,1,1,0
teamProject:friendsTracker,1,27,139,5,0.3,0,9,0,0,0,0,33,219,2043,1574,java=1331;xml=243,141,3,15,0,4,2.5,1170,1,141,1
uk.ac.bbsrc.tgac.miso:miso:test_sonar_fail,478,827,2921,13976,6.7,0,159,1549,108841,43.1,0,1188,20123,252561,194779,java=68757;js=123558;web=9;xml=2455,3602,5,6656,0,5,0.6,35292,1,3602,203
org.springframework.boot:currency-converter,0,26,0,9,0.9,0,12,0,0,0,0,28,94,2027,1042,java=840;xml=202,0,1,0,0,1,0,0,1,0,0
anotherlevelcoding,0,1,3,0,0,0,1,0,0,0,0,1,5,77,59,java=59,3,1,0,0,1,1.1,20,1,3,0
Attractiepark,0,81,178,1563,11.1,0,25,2,30,0.2,0,112,1123,17459,12494,java=2415;js=9110;plsql=15;web=954,178,1,0,0,1,0.4,1550,1,178,0
delta-leonis.core:travis_test,3,182,90,1920,33.8,0,43,3,54,0.7,0,159,406,8293,3766,java=3766,93,3,50,0,1,0.7,754,1,93,0
com.iquestgroup.demo:webdemo,0,34,16,0,0,0,16,4,78,5.9,0,38,131,1316,935,java=812;xml=123,17,1,0,0,4,0.5,133,1,17,1
org.jkiss.dbeaver:dbeaver,281,3041,8186,17941,6.8,0,351,375,7984,2.3,0,2449,20943,353541,246416,java=245668;plsql=9;web=10;xml=729,8641,5,3430,0,5,1.6,117283,1,8641,174
23ivh11b2b:business2Business,6,32,12,14,1.4,0,13,0,0,0,19,33,85,1302,992,java=912;xml=80,19,3,140,0,2,0.4,130,1,19,1
mySimple,0,1,2,1,9.1,0,1,0,0,0,0,1,2,15,10,java=10,2,1,0,0,1,3.3,10,1,2,0
com.mycompany.app,0,1,1,1,11.1,0,1,0,0,0,0,1,1,14,8,java=8,1,1,0,0,1,4.2,10,1,1,0
ejemplos:EDAT,17,73,612,954,25.9,0,32,10,212,3.9,0,66,257,5381,2732,java=2732,639,5,155,0,2,6,4905,2,639,10
docsample:docsample,0,1,0,9,33.3,0,2,0,0,0,0,2,2,44,18,java=10;xml=8,0,1,0,0,1,0,0,1,0,0
shoeper:seadroid:cleanup,78,349,1314,4719,9.3,0,65,105,2743,4.6,0,393,2730,60155,45954,java=31969;xml=13985,1543,5,950,0,5,0.7,10186,1,1543,151
sonar-example,1,7,13,6,6.4,0,4,0,0,0,0,5,10,116,88,java=88,25,3,15,0,2,4.2,110,1,25,11
com.github.mmueller86:lambdaHelloWorld:sonartypeNexus,0,16,5,66,9.9,0,8,0,0,0,0,14,47,857,600,java=410;xml=190,5,1,0,0,1,0.1,20,1,5,0
ThaiZeroEnergy:Before,2,19,106,335,19.3,0,3,19,525,21.7,0,19,165,2416,1403,java=1403,109,5,10,0,2,2.3,964,1,109,1
com.danidemi:template-generator-maven-plugin,4,40,83,696,37,0,6,0,0,0,0,36,113,2454,1186,java=968;xml=218,87,5,55,0,1,1.5,541,1,87,0
openconext:teams,0,84,3,9,0.3,0,12,0,0,0,0,81,213,3477,2616,java=2603;xml=13,3,1,0,0,1,0,6,1,3,0
de.rinderle.softvis3d:softvis3d:softvis3d_0.8,0,31,2,41,3,0,11,0,0,0,0,32,136,2409,1321,java=1120;xml=201,2,1,0,0,1,0.1,20,1,2,0
outlay:app,0,110,141,230,2.9,0,35,6,88,0.9,0,136,574,9727,7725,java=5508;xml=2217,141,1,0,0,1,1.6,3734,1,141,0
outlay:domain,0,38,37,98,8.8,0,9,0,0,0,0,36,171,1554,1019,java=1019,37,1,0,0,1,0.9,283,1,37,0
neo4j-drivers:neo4j-drivers,0,16,3,11,1.7,0,7,4,84,9.6,4,16,95,877,651,java=651,3,1,0,0,1,0.1,25,1,3,0
mx.com.laras:automotive-model,4,28,26,64,3.1,0,3,8,463,16,0,29,502,2889,2018,java=2018,30,2,60,0,1,0.4,245,1,30,0
mx.com.laras:automotive-services,8,16,36,66,9.2,0,2,4,40,4.1,0,16,36,985,653,java=653,44,3,80,0,1,1.2,235,1,44,0
mx.com.laras:automotive-persistence,23,39,91,131,3.9,0,3,8,167,3.7,0,39,564,4563,3267,java=3267,114,3,332,0,1,0.4,432,1,114,0
mx.com.laras:automotive-web,18,45,140,149,5.6,0,10,0,0,0,0,42,199,3400,2498,java=2498,159,4,470,0,2,8,5980,2,159,1
ubu.gii.ejemplo,0,2,1,6,17.6,0,2,0,0,0,0,2,4,53,28,java=28,1,1,0,0,1,1.2,10,1,1,0
Group.Test:com.preparation,36,93,290,34,2.7,0,4,7,93,5.9,0,75,119,1570,1210,java=1180;xml=30,331,3,470,0,2,7.7,2797,2,331,5
avexis:config:manager,0,2,4,3,10,0,1,0,0,0,0,2,4,41,27,java=27,4,1,0,0,1,0.2,2,1,4,0
avexis:config:manager:develop,0,2,3,1,3.3,0,1,0,0,0,0,2,4,41,29,java=29,3,1,0,0,1,0.8,7,1,3,0
com.github.mmueller86:lambdaHelloWorld:SpringData,0,14,5,60,9.4,0,8,0,0,0,0,13,42,814,580,java=385;xml=195,5,1,0,0,1,0.1,20,1,5,0
ysaak:garde,0,161,145,434,6.4,0,56,0,0,0,0,154,749,9173,6305,java=6305,145,1,0,0,1,3.2,5965,1,145,0
CRONOS,0,1,2,0,0,0,1,0,0,0,0,1,1,10,5,java=5,2,1,0,0,1,6.7,10,2,2,0
sit:int206:DecisionMaker,4,9,55,52,18.1,0,2,0,0,0,0,9,15,409,235,java=235,60,5,50,0,2,3.7,263,1,60,1
sit:int206:AAA,7,6,27,90,18.9,0,2,0,0,0,0,6,49,636,385,java=385,33,5,60,1,1,0,183,1,34,0
sit:int206:reactDate,7,6,27,90,18.9,0,2,0,0,0,0,6,49,636,385,java=385,34,5,60,0,1,1.6,183,1,34,0
sit:int206:SeniorKademy,2,6,35,96,18.4,0,2,2,43,5.9,0,6,47,724,425,java=425,37,5,10,0,1,2.4,303,1,37,0
sit:int206:DecisionMaker_test,583,10,178,3499,8.3,0,24,322,46014,93.9,0,89,2188,49012,38420,java=294;js=30136;web=6458;xml=1532,764,5,1443,0,4,0.1,1643,1,764,3
zeroenergy,2,19,96,296,17.5,0,3,19,515,22,0,19,164,2343,1394,java=1394,99,5,10,0,2,2.1,899,1,99,1
sit:int206:DecisionMakerPu,0,12,140,749,5.5,0,16,22,13492,60.4,0,47,860,22321,12804,java=679;js=10588;xml=1537,143,1,0,0,4,0.3,1077,1,143,3
sit:OEBnaja:demo,113,75,262,56,1.2,0,4,27,273,5.1,0,75,368,5358,4666,java=4666,378,5,627,0,5,1.7,2409,1,378,3
ketaro16-github:Booking-System,41,22,630,488,10.1,0,3,39,677,13.4,0,22,202,5039,4355,java=4355,684,5,295,0,2,6,7850,2,684,13
sit:INT353:SMS,0,21,110,277,14.6,0,2,6,183,6.8,0,18,85,2679,1614,java=1614,110,1,0,0,1,1,504,1,110,0
werthersechte-github:directcontrol,7,8,76,73,7.1,0,8,0,0,0,0,17,61,1314,959,java=672;xml=287,83,2,35,0,1,2.3,650,1,83,0
ketaro16-github:Volunteer,0,114,7220,13297,35.2,0,662,384,15308,26.3,0,1041,113,58246,24437,java=8797;xml=15640,7407,1,0,0,2,2.9,21528,1,7407,187
